station_id,Ammonium,Coli-like-bacteria,Colony-count-at-22-C,Color-Pt/Co-scale,Electrical-conductivity,Escherichia-coli,Iron,Manganese,Odour-dilution-level,Taste-dilution-degree,Turbidity-NTU,pH ,compliance
840,0.05,0.0,3.5,2.0,708.0,0.0,51.0,5.0,1.0,1.0,1.0,7.6,0
841,0.12,0.0,39.0,5.0,713.0,0.0,69.0,6.0,4.0,4.0,1.0,8.0,0
845,0.075,1.1860902255639096,45.5,2.0,319.0,0.0852130325814536,18.0,5.0,2.0,2.0,1.0,7.6,0
850,0.05,1.1860902255639096,145.0,3.0,461.0,0.0852130325814536,47.0,5.0,2.0,2.0,1.0,7.7,0
866,0.05,1.1860902255639096,24.0,4.0,559.0,0.0852130325814536,21.0,2.0,4.0,4.0,3.3,7.3,0
871,0.08,0.0,33.0,8.3,970.0,0.0,339.0,2.0,1.0,1.0,1.0,8.15,1
874,0.33,8.5,4.0,4.0,942.0,0.0,87.0,6.0,2.0,2.0,1.0,7.8,0
875,0.16,0.0,125.0,2.0,520.0,0.0,95.0,9.2,2.0,2.0,1.7,7.5,0
877,0.2533333333333333,0.0,0.0,3.075,649.75,0.0,69.0,7.0,2.8000000000000003,2.8000000000000003,1.0,7.0975,0
880,0.144,1.1860902255639096,0.0,6.4,458.5,0.0852130325814536,33.666666666666664,4.666666666666666,1.0,1.0,0.7450000000000001,7.375,0
881,0.225,1.1860902255639096,5.0,2.05,583.5,0.0852130325814536,55.0,8.0,2.2,2.2,1.0,7.165,0
882,0.81,1.1860902255639096,0.0,5.0,1045.0,0.0852130325814536,33.0,13.0,4.0,4.0,3.4,7.9,1
885,0.05,0.0,6.0,0.0,634.0,0.0,44.0,10.0,1.0,1.0,1.0,7.7,0
892,0.05,0.0,22.0,0.0,493.0,0.0,39.0,20.0,1.0,1.0,0.5,7.7,0
901,0.1433333333333333,0.0,4.0,4.0,587.0,0.0,13.0,5.0,2.0,2.0,3.2,7.3,0
921,0.1,0.0,86.0,5.9,658.0,0.0,170.0,35.0,1.0,1.0,0.28,7.5,0
923,0.13,0.0,35.0,4.0,467.0,0.0,54.0,15.7,1.0,1.0,1.0,7.8,0
926,0.05,0.0,150.0,3.0,450.0,0.0,51.0,5.0,2.0,2.0,1.0,7.8,0
927,0.05,0.0,9.5,3.0,353.0,0.0,61.0,5.0,1.0,1.0,1.0,7.8,0
934,0.05,0.0,5.5,0.0,339.0,0.0,52.0,0.5,1.0,1.0,1.15,8.05,0
936,0.11,0.0,28.0,7.5,749.0,0.0,58.66666666666666,55.66666666666666,2.0,2.0,0.54,7.97,0
938,0.25,0.0,4.0,7.6,597.0,0.0,84.0,5.05,1.0,1.0,0.54,7.62,0
939,0.08,0.0,20.0,10.4,562.0,0.0,68.0,7.066666666666666,1.0,1.0,0.5,7.83,0
940,0.4175,0.0,0.0,3.0,381.0,0.0,135.0,49.47186754106111,2.0,2.0,1.0,7.8,0
949,0.05,0.0,16.0,2.0,675.0,0.0,21.0,2.0,1.0,1.0,1.0,6.9,0
962,0.05,0.0,42.0,10.25,669.0,0.0,39.0,3.4,1.5,1.5,1.0,7.92,0
965,0.05,1.0,4.0,1.5,417.0,0.0,215.5,8.333333333333332,1.5,1.5,3.8,8.13,1
970,0.21,0.0,2.0,5.0,730.0,0.0,24.0,61.0,1.0,1.5895784543325526,0.5,8.0,1
971,0.08,0.0,4.0,9.3,787.0,0.0,40.0,30.0,1.0,1.0,0.73,7.57,1
979,0.1533333333333333,0.0,7.0,6.0,543.0,0.0,530.0,65.66666666666667,2.0,2.0,1.0,7.2,1
981,0.05,0.0,5.0,2.0,581.0,0.0,13.0,17.7,1.0,1.0,1.0,7.2,0
987,0.16,0.0,110.0,3.0,522.0,0.0,110.0,45.0,2.0,2.0,1.0,7.1,0
989,0.21,1.1860902255639096,23.0,4.0,717.0,0.0852130325814536,23.0,63.0,2.0,2.0,1.0,7.6,1
990,0.05,1.1860902255639096,29.0,2.0,503.0,0.0852130325814536,28.0,5.0,2.0,2.0,4.6,7.7,0
991,0.05,1.1860902255639096,300.0,3.0,450.0,0.0852130325814536,31.0,7.0,2.0,2.0,1.0,7.1,0
992,0.05,0.0,12.0,0.0,493.0,0.0,114.0,10.5,1.0,1.0,1.4,7.3,0
994,0.044,0.0,15.5,8.0,743.0,0.0,10.0,16.5,1.0,1.0,0.5,7.3,0
1000,0.05,0.0,2.6666666666666665,7.5,472.0,0.0,124.0,58.66666666666666,1.0,1.0,0.8400000000000001,7.45,0
1003,0.08,0.0,10.5,5.5,636.0,0.0,23.0,49.47186754106111,1.0,1.0,0.5,7.33,0
1008,0.045,0.0,4.0,2.0,570.0,0.0,18.0,5.0,2.0,2.0,1.0,7.6,0
1009,0.1233333333333333,0.0,300.0,3.0,612.0,0.0,80.0,170.2,1.0,1.0,1.0,8.1,1
1017,0.05,0.0,37.0,6.0,710.0,0.0,185.0,36.0,1.0,1.0,1.8,7.3,0
1027,0.73,0.0,300.0,11.0,1683.0,0.0,43.0,47.0,4.0,4.0,1.0,7.7,1
1028,0.29,0.0,24.0,2.0,320.0,0.0,42.0,9.0,2.0,2.0,1.3,7.8,0
1031,0.21,0.0,11.0,11.0,166.0,0.0,140.0,16.0,4.0,4.0,1.0,8.0,0
1044,0.05,1.1860902255639096,7.0,2.0,735.0,0.0852130325814536,59.0,5.0,1.0,1.0,1.4,7.8,0
1051,0.08,0.0,20.5,8.4,454.0,0.0,20.0,17.0,1.0,1.0,0.68,7.88,0
1052,0.11,0.0,24.0,3.0,551.0,0.0,30.0,5.0,1.0,1.0,1.0,7.7,0
1065,0.1366666666666666,0.0,7.0,3.0,543.0,0.0,505.0,12.5,4.5,1.0,0.5,7.52,0
1067,0.05,0.0,0.0,0.5,408.5,0.0,34.0,2.0,2.5,1.0,1.0,7.7,0
1073,0.065,0.0,0.0,3.8,470.0,0.0,20.0,14.000000000000002,1.0,1.0,0.59,7.64,0
1074,0.05,0.0,0.0,0.0,338.0,0.0,43.0,0.5,1.0,1.0,1.35,7.98,0
1077,0.05,0.0,15.0,1.5,369.0,0.0,38.0,0.5,1.0,1.0,0.75,7.83,0
1081,0.1533333333333333,0.0,8.0,20.0,503.0,0.0,2300.0,23.0,4.0,4.0,11.0,7.6,1
1082,0.145,0.0,186.0,3.0,478.0,0.0,40.0,13.5,2.0,2.0,1.0,7.9,0
1083,0.0385,0.0,9.0,3.0,534.0,0.0,70.0,8.0,2.0,2.0,1.0,7.8,0
1091,0.1369067460317456,1.1860902255639096,300.0,2.0,648.0,0.0852130325814536,35.0,49.47186754106111,2.0,2.0,1.0,7.9,1
1092,0.05,1.1860902255639096,60.0,4.0,570.0,0.0852130325814536,22.0,5.5,2.0,2.0,1.0,7.9,1
1096,0.24,1.1860902255639096,4.0,2.0,633.0,0.0852130325814536,185.0,40.0,4.0,16.0,4.1,7.7,1
1099,0.1633333333333333,1.1860902255639096,300.0,11.0,579.0,0.0852130325814536,97.5,20.5,2.0,2.0,1.0,7.6,0
1100,0.98,0.0,300.0,10.0,875.0,0.0,52.0,11.0,4.0,4.0,1.0,7.6,1
1101,0.05,0.0,44.0,3.0,180.0,0.0,58.0,5.0,2.0,2.0,1.0,7.7,0
1103,0.05,0.0,10.0,3.0,515.0,0.0,30.666666666666664,11.35,2.0,2.0,1.3,8.0,0
1105,0.1149999999999999,0.0,2.0,2.0,517.0,0.0,15.0,13.333333333333332,4.0,4.0,1.0,7.8,0
1107,0.25,1.1860902255639096,38.0,4.0,634.0,0.0852130325814536,200.0,5.0,1.0,1.0,1.0,7.5,0
1109,0.12,1.1860902255639096,185.0,5.0,291.0,0.0852130325814536,280.0,18.0,6.0,6.0,1.0,7.8,1
1110,0.21,1.1860902255639096,24.0,3.0,742.0,0.0852130325814536,72.0,33.0,2.0,1.0,1.0,8.1,0
1117,0.065,1.1860902255639096,0.0,4.0,716.0,0.0852130325814536,20.0,8.416666666666666,1.0,1.0,1.0,7.5,0
1132,0.05,0.0,6.5,4.65,354.0,0.0,32.0,21.1,1.0,1.0,1.0,7.8,0
1135,0.05,0.0,51.0,0.0,510.5,0.0,40.0,12.0,1.0,1.0,1.0,7.4,0
1137,0.08,0.0,10.0,6.9,627.0,0.0,44.0,8.533333333333333,1.0,1.0,1.57,7.25,0
1138,0.11,0.0,38.05927636643571,7.3,469.0,0.0,22.666666666666664,21.5,1.0,1.0,1.0,7.97,0
1141,0.11,0.0,38.05927636643571,8.3,448.0,0.0,127.38003448275865,49.47186754106111,1.0,1.0,1.93,8.02,0
1154,0.05,0.0,4.0,3.0,342.0,0.0,127.38003448275865,49.47186754106111,1.0,1.0,0.5,7.66,0
1155,0.0966666666666666,0.0,10.0,3.0,432.0,0.0,20.0,49.47186754106111,1.0,1.0,0.5,7.36,0
1160,0.25,0.0,23.0,12.9,376.0,0.0,32.666666666666664,49.47186754106111,2.0,2.0,0.5,7.75,0
1165,0.31,0.0,36.0,4.0,497.0,0.0,12.0,49.47186754106111,1.0,1.0,1.0,7.1,0
1171,0.05,0.0,2.6666666666666665,12.0,486.0,0.0,28.0,5.0,2.0,2.0,1.0,7.4,0
1183,0.07,0.0,0.0,4.0,759.0,0.0,365.0,58.0,4.0,4.0,1.0,7.6,1
1184,0.047,1.1860902255639096,252.0,2.0,334.0,0.0852130325814536,47.0,48.5,1.0,1.0,1.0,7.6,0
1185,0.05,1.1860902255639096,0.0,2.0,576.0,0.0852130325814536,17.0,14.525,1.0,1.0,1.0,7.7,0
1190,0.1369067460317456,1.1860902255639096,10.0,3.0,653.0,0.0852130325814536,62.0,49.47186754106111,1.0,1.0,1.0,7.6,0
1192,0.1369067460317456,1.1860902255639096,177.0,5.0,554.0,0.0852130325814536,60.0,49.47186754106111,2.0,2.0,1.0,7.5,0
1193,0.1369067460317456,1.1860902255639096,15.0,6.0,631.0,0.0852130325814536,125.0,49.47186754106111,2.0,2.0,1.5,7.4,0
1194,0.1369067460317456,1.1860902255639096,0.0,13.0,676.0,0.0852130325814536,1170.0,49.47186754106111,4.0,4.0,4.6,7.6,1
1195,0.1369067460317456,1.1860902255639096,6.0,4.0,617.0,0.0852130325814536,58.0,49.47186754106111,2.0,2.0,1.0,7.6,0
1209,0.1369067460317456,0.0,1.0,3.0,381.5,0.0,31.0,49.47186754106111,1.6666666666666663,1.6666666666666663,0.5,7.8,0
1213,0.05,0.0,20.0,2.0,612.0,0.0,55.0,7.0,2.0,2.0,1.0,7.9,0
1215,0.05,0.0,4.0,2.0,653.0,0.0,30.0,5.0,1.0,1.5,1.0,8.6,0
1216,0.05,0.0,5.0,2.0,618.0,0.0,16.0,2.0,2.0,2.0,1.0,8.1,0
1223,0.05,0.0,130.0,0.0,553.0,0.0,162.0,10.0,1.0,1.0,1.0,7.3,0
1224,0.05,0.0,14.0,0.0,588.0,0.0,20.0,38.1,1.0,1.0,1.0,7.4,0
1228,0.09,0.0,15.0,4.0,978.0,0.0,21.0,8.75,1.0,1.0,0.5,7.44,0
1235,0.05,0.0,8.0,0.5,736.0,0.0,34.0,49.47186754106111,1.0,1.0,0.65,7.58,0
1240,0.37,0.0,142.0,10.0,217.0,0.0,79.0,5.0,4.0,4.0,1.0,7.9,0
1249,0.73,0.0,300.0,6.0,875.0,0.0,20.0,310.0,1.0,1.0,1.0,7.5,1
1273,0.0455,0.0,31.0,5.0,482.0,0.0,34.0,20.0,1.0,1.0,0.3,7.8,0
1277,0.17,0.0,27.0,6.0,647.0,0.0,185.0,26.5,2.0,2.0,2.4,7.6,0
1286,0.2,0.0,25.0,6.0,640.0,0.0,240.0,5.0,1.4,1.4,0.72,7.5,1
1291,0.08,4.0,4.0,5.1,548.0,0.0,27.33333333333333,7.333333333333333,1.0,1.0,0.68,7.25,1
1292,0.05,0.0,31.0,3.0,518.0,0.0,238.66666666666663,13.333333333333332,1.0,1.0,1.0,7.3,0
1293,0.05,0.75,25.0,3.0,442.0,0.0,345.0,49.47186754106111,2.0,2.0,6.6,7.7,1
1297,0.065,0.0,41.0,2.0,634.0,0.0,20.0,20.0,2.0,2.0,1.0,7.5,0
1303,0.0966666666666666,1.1860902255639096,11.0,2.0,523.0,0.0852130325814536,45.0,5.0,2.0,2.0,1.3,7.7,0
1307,0.15,77.0,54.0,0.0,706.0,4.0,200.0,10.0,1.0,1.0,3.7,7.5,1
1313,0.2816666666666666,0.0,34.0,4.1,716.0,0.0,83.0,6.0,3.4000000000000004,3.4000000000000004,1.0,7.03,0
1315,0.73,0.0,7.0,0.0,871.0,0.0,20.0,10.0,2.0,1.0,1.0,6.7,1
1316,0.05,0.0,86.0,7.9,628.0,0.0,186.0,10.0,1.0,1.0,1.0,7.7,0
1318,0.05,0.0,76.0,5.0,767.0,0.0,40.0,49.47186754106111,3.0,3.0,0.5,7.6,1
1319,0.05,0.0,10.0,4.0,413.0,0.0,120.0,12.0,1.0,1.0,1.3,7.8,0
1321,0.155,0.0,4.0,5.0,698.0,0.0,59.0,22.1,1.0,1.0,1.0,7.6,0
1322,0.0849999999999999,0.0,4.0,3.0,919.0,0.0,20.0,16.0,3.5,3.5,0.5,7.62,0
1323,0.05,0.0,3.0,6.0,1022.0,0.0,20.0,11.0,1.0,1.0,0.5,7.3,0
1327,0.33,0.0,0.0,3.0,599.0,0.0,100.0,2.0,4.0,4.0,1.0,7.3,0
1349,0.09,0.0,83.0,4.0,675.0,0.0,780.0,7780.0,4.0,2.0,33.0,7.4,1
1352,0.05,0.0,1.3333333333333333,2.0,156.0,0.0,17.0,4.0,2.0,2.0,1.0,7.5,0
1353,0.12,0.0,207.0,4.0,866.0,0.0,60.0,20.0,2.0,2.0,2.5,7.9,1
1360,0.05,0.0,0.0,1.0,430.0,0.0,58.0,10.0,4.0,1.0,1.0,7.9,0
1364,0.05,0.0,21.0,0.0,617.0,0.0,20.0,10.0,1.0,1.0,1.0,7.3,0
1368,0.08,14.0,820.0,7.1,561.0,10.0,28.0,6.5,1.0,1.0,0.5,7.43,1
1369,0.05,0.0,0.0,0.0,479.0,0.0,124.0,13.0,1.0,1.0,1.0,7.6,0
1375,0.08,2.5,16.0,5.0,604.0,2.0,22.0,2.4,2.0,2.0,1.0,7.6,0
1377,0.0866666666666666,0.0,78.0,3.0,632.0,0.0,150.0,22.0,2.0,2.0,1.0,7.7,0
1378,0.14,0.0,31.0,0.0,354.0,0.0,135.0,18.0,1.0,1.0,1.6,7.7,0
1385,0.05,0.0,4.0,2.0,420.0,0.0,27.0,3.5,4.0,4.0,1.0,7.8,0
1395,0.05,0.0,0.0,0.0,412.0,0.0,20.0,10.0,1.0,1.0,1.0,7.3,0
1402,0.07,0.0,9.0,4.0,516.0,0.0,90.0,5.0,2.0,2.0,1.0,7.8,0
1409,0.08,0.0,4.0,2.0,448.0,0.0,20.0,6.833333333333333,1.0,1.0,0.64,7.8,0
1411,0.075,0.0,11.0,3.0,708.0,0.0,600.0,20.0,2.5,2.5,0.6,7.4,1
1413,0.15,0.0,10.0,2.0,534.0,0.0,20.0,153.0,1.0,1.0,1.0,7.4,1
1417,0.1699999999999999,0.0,14.0,3.0,368.0,0.0,29.0,5.0,2.0,2.0,1.0,7.8,0
1418,0.07,0.0,17.0,3.0,386.0,0.0,27.0,21.0,2.0,2.0,1.0,7.8,0
1420,0.175,1.1860902255639096,53.0,4.0,240.0,0.0852130325814536,49.0,5.0,1.0,1.0,1.0,7.5,0
1441,0.1369067460317456,0.0,80.0,3.0,573.0,0.0,120.0,7.333333333333333,2.0,2.0,0.5,7.83,0
1450,0.1369067460317456,0.0,2.5,1.025,517.25,0.0,41.0,9.0,1.6,1.6,1.0,7.2325,0
1465,0.24,0.0,0.0,8.1,878.0,0.0,889.0,64.66666666666667,1.0,1.0,2.0,7.87,1
1474,0.05,0.0,5.0,3.0,766.0,0.0,52.5,49.47186754106111,1.0,1.0,3.1,7.5,0
1475,0.05,0.0,0.0,0.0,499.0,0.0,138.0,89.0,4.0,2.0,1.0,7.4,1
1477,0.05,0.0,44.0,5.666666666666666,452.0,0.0,57.0,12.333333333333332,1.3333333333333333,1.3333333333333333,0.2,7.7,0
1483,0.05,0.0,2.0,1.5,353.0,0.0,30.0,16.0,5.0,1.6666666666666663,0.2,8.0,0
1485,0.05,0.0,60.0,0.0,512.0,0.0,20.0,10.0,1.0,1.0,1.0,7.6,0
1490,0.05,0.0,91.0,18.0,2080.0,0.0,65.0,9.0,2.0,2.0,1.0,7.0,1
1507,0.05,0.0,7.5,0.0,603.0,0.0,20.0,10.0,1.0,1.0,1.0,7.2,0
1524,0.1933333333333333,0.0,0.0,0.0,278.0,0.0,36.0,20.0,1.0,1.0,1.0,7.4,0
1526,0.16,0.0,8.0,1.0,514.0,0.0,42.0,16.666666666666664,1.3333333333333333,1.3333333333333333,0.7000000000000001,7.68,0
1555,0.05,0.0,0.0,0.0,465.0,0.0,20.0,49.47186754106111,1.0,1.0,1.0,7.3,0
1585,0.05,0.0,0.0,0.0,416.0,0.0,20.0,10.0,1.0,1.0,1.0,7.1,0
1593,0.05,0.0,41.0,6.0,785.0,0.0,132.33333333333334,13.666666666666666,2.0,2.0,1.0,7.3,0
1595,0.57,0.0,57.0,12.0,651.0,0.0,6600.0,58.2,2.0,1.0,50.0,6.9,1
1602,0.14,0.0,300.0,12.0,553.0,0.0,1270.0,23.0,8.0,1.0,7.0,7.7,1
1612,0.12,0.0,0.0,0.0,338.0,0.0,666.0,314.0,1.0,1.0,10.0,7.2,1
1659,0.64,0.0,168.0,7.0,699.0,0.0,290.0,100.0,1.0,1.5895784543325526,0.5,7.4,1
1664,0.05,0.0,0.0,0.0,475.0,0.0,100.0,10.0,1.0,1.5895784543325526,1.0,7.6,0
1669,0.05,0.0,0.0,0.0,563.0,0.0,44.0,14.0,1.0,1.5895784543325526,1.0,7.3,0
1672,0.05,0.0,0.0,0.0,33.0,0.0,20.0,10.0,1.0,1.0,1.0,7.5,0
1690,0.05,0.0,7.5,0.0,367.0,0.0,22.0,42.5,1.0,1.0,1.0,7.7,0
1693,0.05,17.0,2.0,0.0,413.0,0.0,171.0,9.0,1.0,1.0,1.9,7.9,1
1695,0.18,0.0,0.0,0.0,451.0,0.0,151.0,10.0,8.0,1.3333333333333333,1.0,7.5,0
1713,0.05,0.0,5.999999999999999,10.0,477.0,0.0,75.0,25.0,1.25,1.25,0.75,7.57,0
1714,0.08,0.0,33.0,6.3,569.0,0.0,40.0,30.0,1.0,1.0,0.92,7.24,0
1724,0.94,0.0,300.0,5.0,560.0,0.0,160.0,10.0,1.0,1.0,0.6,8.17,1
1727,0.13,0.0,123.0,6.8,525.0,0.0,58.0,30.4,1.0,1.0,0.59,7.48,0
1736,0.7925,0.0,4.0,0.0,534.0,0.0,36.0,10.5,1.0,1.0,1.7,7.2,0
1767,0.08,5.0,4.0,8.8,794.0,4.0,96.0,18.7,1.0,1.0,0.5,7.45,1
1769,0.11,0.0,2.5,22.3,178.0,0.0,36.66666666666666,7.033333333333333,1.0,1.0,0.92,7.55,0
1770,0.19,0.0,1.3333333333333333,15.0,155.0,0.0,127.38003448275865,49.47186754106111,1.0,1.0,0.68,7.72,0
1774,0.31,0.0,9.0,3.0,881.0,0.0,19.0,5.0,1.0,1.0,1.0,7.6,0
1775,0.05,0.0,2.6666666666666665,0.0,397.0,0.0,23.0,625.7142857142857,1.0,1.0,1.0,7.7,0
1784,0.08,0.0,4.0,6.3,635.0,0.0,40.0,30.0,1.0,1.0,1.0,7.28,0
1792,0.1,0.0,80.0,1.0,972.0,0.0,36.0,7.0,1.5,1.5,0.5,7.9,0
1794,0.36,0.0,88.0,6.333333333333332,260.0,0.0,201.0,12.666666666666666,1.6666666666666663,1.6666666666666663,1.15,6.89,0
1808,0.08,0.0,111.66666666666666,8.1,593.0,0.0,21.33333333333333,27.25,1.0,1.0,1.73,7.37,0
1820,0.38,0.0,3.5,11.2,348.0,0.0,127.38003448275865,49.47186754106111,1.0,1.0,0.5,7.78,0
1821,0.05,0.0,0.0,0.0,636.0,0.0,20.0,49.47186754106111,1.0,1.0,1.0,7.5,0
1906,0.35,0.0,132.0,8.0,964.0,0.0,56.0,6.5,2.0,1.0,1.0,7.5,0
1912,0.49,0.0,300.0,6.0,1039.0,0.0,160.0,40.0,2.0,2.0,1.6,7.5,0
1919,0.2,0.0,64.5,11.1,424.0,0.0,67.5,19.6,1.0,1.0,1.14,7.67,0
1933,0.04,0.0,8.5,4.5,478.5,0.0,1243.0,30.0,1.6666666666666663,1.6666666666666663,1.0,7.390000000000001,1
1938,0.05,0.0,5.0,0.0,293.0,0.0,31.0,13.333333333333332,1.0,1.0,1.1,7.6,0
1939,0.05,0.0,0.0,0.0,388.0,0.0,20.0,14.0,1.0,1.0,1.0,7.6,0
2078,0.21,0.0,24.0,4.0,495.0,0.0,200.0,35.0,16.0,16.0,4.9,8.0,1
2108,0.05,0.0,300.0,0.0,367.0,0.0,50.0,12.0,1.0,1.0,2.0,7.6,0
2200,0.06,0.0,0.0,0.0,719.0,0.0,59.0,10.0,1.0,1.0,1.0,7.6,1
2208,0.0833333333333333,1.3333333333333333,4.0,3.0,479.0,1.3333333333333333,120.0,59.2,2.0,2.0,1.8,7.6,1
2209,0.25,0.0,300.0,7.0,626.0,0.0,2685.0,360.0,2.0,1.0,19.0,7.0,1
2301,0.05,0.0,300.0,3.0,591.0,0.0,40.0,27.0,2.0,2.0,1.0,7.6,0
2302,0.0815,1.1860902255639096,53.0,9.0,521.0,0.0852130325814536,15.505,23.33333333333333,1.0,1.0,0.6950000000000001,7.795,1
2311,0.22,1.1860902255639096,4.0,2.0,457.0,0.0852130325814536,150.0,23.0,2.0,2.0,1.6,7.6,0
165,0.08,0.0,4.0,7.8,1170.0,0.0,74.0,30.0,1.0,1.0,0.5,7.91,0
169,0.23,0.0,12.0,2.0,550.0,0.0,45.0,20.0,1.6666666666666663,1.6666666666666663,0.4,8.2,1
170,0.24,0.0,32.5,7.0,662.0,0.0,44.0,19.0,2.0,2.0,1.86,7.6,0
172,0.21,2.0,300.0,13.0,964.0,0.0,200.0,20.0,2.0,2.0,2.5,8.11,1
173,0.06,0.0,7.0,0.0,412.0,0.0,86.0,10.0,1.0,1.0,2.0,7.5,0
175,0.05,0.0,0.0,0.0,384.0,0.0,20.0,30.25,1.0,1.0,1.0,7.6,0
182,0.21,0.0,89.0,10.6,757.0,0.0,59.2,30.0,5.0,5.0,1.89,7.8,0
187,0.05,0.0,0.0,0.0,498.0,0.0,20.0,10.0,1.0,1.0,1.0,7.6,0
188,0.1966666666666666,0.0,74.0,4.1,987.0,0.0,280.0,20.5,2.0,2.0,0.5,7.4,1
193,0.08,0.0,16.0,11.5,622.0,0.0,110.45,22.93333333333333,1.0,1.0,1.24,7.55,0
196,0.08,0.0,3.0,5.4,620.0,0.0,44.8,30.0,2.0,2.0,0.54,7.86,0
197,0.05,0.0,0.0,0.0,558.0,0.0,20.0,10.0,1.0,1.0,1.0,7.5,0
199,0.05,0.0,0.0,0.0,493.0,0.0,34.0,32.0,1.0,1.0,1.0,7.2,0
205,0.24,0.0,0.0,0.0,359.0,0.0,21.0,10.0,1.0,1.0,1.0,7.7,0
207,0.125,0.0,4.0,5.0,588.5,0.0,62.5,10.4,1.6666666666666663,1.6666666666666663,0.75,7.475,0
210,0.05,0.0,4.0,0.0,504.0,0.0,20.0,10.0,1.0,1.0,1.0,7.2,0
214,0.05,0.0,14.0,0.0,436.0,0.0,20.0,14.0,1.0,1.0,1.0,7.3,0
216,0.072,0.0,54.0,0.0,495.0,0.0,64.0,62.0,1.0,1.0,1.0,7.4,1
225,0.05,0.0,9.0,0.0,370.0,0.0,68.0,10.0,1.0,1.5,1.0,7.7,0
226,0.1,0.0,0.0,0.0,418.0,0.0,480.5,326.0,1.0,2.5,1.0,7.3,0
235,0.3633333333333333,0.0,0.0,0.0,462.0,0.0,20.0,10.0,1.0,1.0,1.0,7.6,0
236,0.11,0.0,0.0,0.0,475.0,0.0,20.0,21.0,1.0,1.0,1.0,7.6,0
243,0.02,0.0,104.0,5.0,532.0,0.0,27.5,5.0,3.333333333333333,3.333333333333333,0.5,8.2,0
254,0.08,0.0,0.0,0.0,505.0,0.0,20.0,10.0,1.0,1.0,1.0,7.5,0
260,0.05,0.0,0.0,0.0,477.0,0.0,20.0,30.0,1.0,1.0,1.0,7.4,0
261,0.11,0.0,0.0,0.0,410.0,0.0,66.0,40.0,1.0,3.0,1.0,7.8,0
267,0.09,0.0,12.0,0.0,267.0,0.0,26.0,10.0,1.0,1.0,1.0,7.4,0
271,0.05,0.0,73.0,23.9,995.0,0.0,97.0,19.0,4.0,4.0,1.84,8.0,0
276,0.1,0.0,35.0,0.0,876.0,0.0,150.0,38.0,1.0,2.0,0.77,8.0,0
277,0.05,0.0,19.0,0.0,631.0,0.0,43.0,10.0,1.0,1.0,1.0,7.5,0
278,0.4,0.0,3.0,0.0,866.0,0.0,41.0,18.0,1.0,1.0,1.0,7.9,0
281,0.05,0.0,0.0,0.0,403.0,0.0,20.0,19.0,1.0,1.0,1.0,7.6,0
282,0.065,0.0,0.0,0.0,660.0,0.0,255.5,10.0,1.0,1.0,1.0,7.2,0
284,0.05,0.0,19.0,0.0,179.0,0.0,31.5,8.840000000000002,1.0,1.0,1.0,7.7,0
286,0.095,0.0,4.0,0.0,323.0,0.0,130.5,6.5,1.0,1.0,1.0,7.5,0
287,0.08,0.0,12.0,0.0,369.0,0.0,114.26529824561403,9.6,1.0,1.0,1.0,7.7,0
290,0.05,0.0,5.0,0.0,581.0,0.0,88.0,42.12989209476894,1.0,1.0,1.0,7.6,0
292,0.05,0.0,6.0,0.0,473.0,0.0,29.0,42.12989209476894,1.0,1.0,1.0,7.5,0
294,0.05,0.0,0.0,0.0,492.0,0.0,20.0,42.12989209476894,1.0,1.0,1.0,7.4,0
297,0.05,0.0,12.0,0.0,497.0,0.0,20.0,10.0,1.0,1.0,1.0,7.4,0
298,0.095,0.0,43.0,0.0,459.0,0.0,20.0,10.0,1.0,1.0,1.0,7.4,0
300,0.05,0.0,28.0,5.0,669.0,0.0,80.0,2.0,4.0,4.0,3.1,7.6,1
302,0.19,0.0,60.0,2.0,644.0,0.0,19.0,2.0,2.0,2.0,1.0,8.0,0
303,0.08,0.0,32.0,2.95,650.0,0.0,160.0,28.0,1.0,1.0,0.89,8.0,0
308,0.05,0.0,0.0,0.0,541.0,0.0,20.0,10.0,1.0,1.0,1.0,7.4,0
310,0.05,0.0,27.0,0.0,291.0,0.0,20.0,10.0,1.0,1.0,1.0,7.7,1
312,0.05,0.0,0.0,0.0,737.0,0.0,20.0,11.433333333333334,1.0,1.0,1.0,7.2,0
313,0.05,0.0,4.0,0.0,409.0,0.0,20.0,13.0,1.0,1.0,1.0,7.4,0
314,0.05,0.0,0.0,0.0,606.0,0.0,20.0,21.5,1.0,1.0,1.0,7.3,0
316,0.05,0.0,4.0,0.0,481.0,0.0,20.0,42.12989209476894,1.0,1.0,1.0,7.6,0
318,0.05,0.0,0.0,0.0,620.0,0.0,20.0,10.0,1.0,1.0,1.0,7.2,0
322,0.05,0.0,46.0,0.0,354.0,0.0,20.0,175.0,1.0,1.5,1.0,7.3,1
326,0.05,0.0,0.0,0.0,582.0,0.0,20.0,17.333333333333332,1.0,1.0,1.0,7.3,0
328,0.05,0.0,0.0,0.0,501.0,0.0,20.0,21.0,1.0,1.0,1.0,7.3,0
330,0.05,0.0,0.0,0.0,565.0,0.0,151.0,25.666666666666668,1.0,1.0,1.0,7.3,0
331,0.05,0.0,22.0,0.0,526.0,0.0,20.0,10.0,1.0,1.0,1.0,7.2,0
332,0.05,0.0,0.0,0.0,676.0,0.0,20.0,25.0,1.0,1.0,1.0,7.3,0
335,0.05,0.0,0.0,0.0,540.0,0.0,64.0,10.0,1.0,1.0,1.0,7.2,0
