,station_id,Aluminium_2019,Aluminium_2020,Ammonium_2019,Ammonium_2020,Boron_2019,Boron_2020,Chloride_2019,Chloride_2020,Coli-like-bacteria-Colilert_2019,Coli-like-bacteria-Colilert_2020,Coli-like-bacteria_2019,Coli-like-bacteria_2020,Colony-count-at-22-C_2019,Colony-count-at-22-C_2020,Color-Pt-Co-unit_2019,Color-Pt-Co-unit_2020,Color-Pt/Co-scale_2019,Color-Pt/Co-scale_2020,Electrical-conductivity_2019,Electrical-conductivity_2020,Enterococci_2019,Enterococci_2020,Escherichia-coli-Colilert_2019,Escherichia-coli-Colilert_2020,Escherichia-coli_2019,Escherichia-coli_2020,Fluoride_2019,Fluoride_2020,Iron_2019,Iron_2020,Manganese_2019,Manganese_2020,Nitrate_2019,Nitrate_2020,Nitrite_2019,Nitrite_2020,Odour-dilution-level_2019,Odour-dilution-level_2020,Oxidability_2019,Oxidability_2020,Smell-ball-units_2019,Smell-ball-units_2020,Sodium_2019,Sodium_2020,Sulphate_2019,Sulphate_2020,Taste-ball-units_2019,Taste-ball-units_2020,Taste-dilution-degree_2019,Taste-dilution-degree_2020,Turbidity-NTU_2019,Turbidity-NTU_2020,pH _2019,pH _2020,compliance_2019,compliance_2020,compliance_2021
55,1313,10.0,5.0,0.05,0.05,0.1785,0.085,21.5,9.0,0.0,0.0,0.0,0.0,34.0,4.0,5.0,5.0,4.1,2.1,716.0,744.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.33,83.0,59.0,10.0,2.0,1.0,0.5,0.004,0.01,1.0,1.0,1.2,3.2,0.0,0.0,31.7,35.5,9.4,64.0,0.0,0.0,1.0,1.0,1.0,1.0,7.03,7.33,0,0,0
56,877,10.0,5.0,0.05,0.05,0.1785,0.954,21.5,12.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,5.0,2.5,2.0,525.0,530.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.47,41.0,10.0,10.0,2.0,1.0,0.45,0.004,0.01,1.0,2.0,1.2,0.8,0.0,0.0,31.7,17.9,9.4,6.0,0.0,0.0,1.0,2.0,1.0,1.0,7.6,7.6,0,0,0
57,881,10.0,5.0,0.05,0.19,0.1785,0.667,21.5,14.0,0.0,0.0,0.0,0.0,5.0,3.0,5.0,5.0,2.5,3.0,525.0,586.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,1.0,41.0,14.0,10.0,2.0,1.0,0.45,0.004,0.01,1.0,2.0,1.2,1.6,0.0,0.0,31.7,27.0,9.4,16.0,0.0,0.0,1.0,2.0,1.0,1.0,7.6,7.5,0,0,0
58,1450,10.0,5.0,0.05,0.08,0.1785,0.73,21.5,80.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,5.0,2.5,6.0,525.0,692.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,2.12,41.0,180.0,10.0,2.0,1.0,0.45,0.004,0.01,1.0,2.0,1.2,1.1,0.0,0.0,31.7,85.9,9.4,54.0,0.0,0.0,1.0,1.0,1.0,1.0,7.6,7.9,0,1,0
59,509,10.0,5.0,0.05,0.05,0.1785,0.2525,21.5,31.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,5.0,0.0,0.0,451.0,466.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.69,27.0,20.0,10.0,10.0,1.0,1.0,0.004,0.01,1.0,1.0,1.2,1.5,0.0,0.0,31.7,36.2,9.4,10.0,0.0,0.0,1.0,1.0,1.0,1.0,7.3,7.3,0,0,0
60,1602,10.0,20.0,0.14,0.05,0.1785,0.36,26.0,31.0,0.0,0.0,0.0,0.0,300.0,80.0,5.0,5.0,12.0,2.0,553.0,589.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,1.2,1270.0,14.0,23.0,11.0,1.0,0.04,0.004,0.003,8.0,1.0,0.88,1.5,0.0,0.0,47.3,36.2,3.0,10.0,0.0,0.0,1.0,1.0,7.0,0.5,7.7,7.9,1,0,0
61,1141,5.0,5.0,0.11,0.1,0.717,0.2525,21.5,31.0,0.0,0.0,0.0,0.0,5.0,6.0,5.0,5.0,8.3,6.9,448.0,452.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.69,41.0,42.0,10.0,11.0,1.0,1.0,0.004,0.01,1.0,1.0,0.42,1.5,0.0,0.0,31.7,36.2,2.8,10.0,0.0,0.0,1.0,1.0,1.93,1.75,8.02,8.02,0,0,0
62,979,10.0,5.0,0.05,0.05,0.1785,0.2525,21.5,31.0,0.0,0.0,0.0,0.0,7.0,4.0,5.0,5.0,6.0,2.0,543.0,503.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.69,530.0,61.0,10.0,11.0,1.0,1.0,0.004,0.01,2.0,1.0,1.2,1.5,0.0,0.0,31.7,36.2,9.4,10.0,0.0,0.0,2.0,1.0,1.0,1.0,7.2,7.5,1,0,0
63,605,10.0,5.0,0.05,0.05,0.1785,0.2525,21.5,31.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,326.0,416.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.69,20.0,20.0,87.0,31.0,1.0,1.0,0.004,0.01,1.0,1.0,1.2,1.5,0.0,0.0,31.7,36.2,9.4,10.0,0.0,0.0,1.0,1.0,1.0,1.0,7.4,7.4,1,0,0
64,1465,10.0,5.0,0.24,0.2,0.1785,0.2525,21.5,182.0,0.0,0.0,0.0,0.0,0.0,48.0,5.0,5.0,8.1,11.8,878.0,883.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.53,889.0,767.0,10.0,79.5,1.0,1.0,0.004,0.011,1.0,1.0,1.2,2.53,0.0,0.0,31.7,36.2,9.4,2.8,0.0,0.0,1.0,1.0,2.0,2.79,7.87,8.02,1,1,0
65,426,10.0,5.0,0.05,0.05,0.1785,0.2525,21.5,31.0,0.0,0.0,0.0,0.0,2.0,0.0,2.1,1.5,2.5,2.1,593.0,610.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.15,23.0,42.0,10.0,11.0,1.0,1.0,0.004,0.01,1.0,1.0,1.2,1.5,0.0,0.0,31.7,36.2,9.4,10.0,0.0,0.0,1.0,1.0,0.2,0.2,7.5,7.7,0,0,0
66,474,10.0,5.0,0.05,0.05,0.1785,0.2525,21.5,31.0,0.0,0.0,0.0,0.0,1.0,0.0,1.7,2.2,2.5,2.1,561.0,564.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.69,22.0,20.0,20.0,20.0,1.0,1.0,0.004,0.01,1.0,1.0,1.2,1.5,0.0,0.0,31.7,36.2,9.4,10.0,0.0,0.0,1.0,1.0,0.2,0.2,7.6,7.6,0,0,0
67,751,4.0,5.0,0.08,0.08,0.257,0.2525,361.0,31.0,0.0,0.0,0.0,0.0,8.0,68.0,5.0,5.0,21.4,19.9,1394.0,877.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.69,219.0,42.0,33.0,11.0,1.0,1.0,0.009,0.01,1.0,1.0,1.02,1.5,0.0,0.0,178.9,36.2,4.8,10.0,0.0,0.0,1.0,1.0,1.46,2.46,7.98,7.86,1,0,1
68,380,10.0,5.0,0.05,0.05,0.1785,0.2525,21.5,31.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,572.0,576.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.69,20.0,20.0,10.0,11.0,1.0,1.0,0.004,0.01,1.0,1.0,1.2,1.5,0.0,0.0,31.7,36.2,9.4,10.0,0.0,0.0,1.0,1.0,1.0,1.0,7.4,7.5,0,0,0
69,277,10.0,10.0,0.05,0.05,0.1,0.1,24.0,15.0,0.0,0.0,0.0,0.0,7.0,19.0,5.0,5.0,0.0,0.0,636.0,631.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,25.0,43.0,10.0,10.0,2.0,4.2,0.002,0.005,1.0,1.0,1.3,2.3,0.0,0.0,13.0,6.9,60.0,75.0,0.0,0.0,1.0,1.0,1.3,1.0,7.6,7.5,0,0,0
70,934,10.0,5.0,0.05,0.05,0.1785,0.2525,21.5,31.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,5.0,2.5,2.1,339.0,369.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.69,52.0,86.0,0.5,0.5,1.0,1.0,0.004,0.01,1.0,1.0,1.2,1.5,0.0,0.0,31.7,36.2,9.4,10.0,0.0,0.0,1.0,1.0,1.0,1.0,8.05,7.97,0,0,0
71,360,10.0,5.0,0.05,0.05,0.1785,0.2525,21.5,31.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,5.0,0.0,0.0,462.0,530.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.69,41.0,42.0,10.0,11.0,1.0,1.0,0.004,0.01,1.0,1.0,1.2,1.5,0.0,0.0,31.7,36.2,9.4,10.0,0.0,0.0,1.0,1.0,1.0,1.0,7.5,7.4,0,0,0
72,436,10.0,5.0,0.05,0.05,0.1785,0.2525,21.5,31.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,308.0,494.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.69,20.0,42.0,26.0,45.0,1.0,1.0,0.004,0.01,1.0,1.0,1.2,1.5,0.0,0.0,31.7,36.2,9.4,10.0,0.0,0.0,1.0,1.0,1.0,1.0,7.4,7.3,0,0,0
73,367,10.0,5.0,0.05,0.05,0.3,0.2525,6.3,31.0,0.0,0.0,0.0,0.0,4.0,4.0,5.0,5.0,0.0,0.0,295.0,287.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.4,20.0,42.0,10.0,11.0,1.0,1.0,0.002,0.01,1.0,1.0,1.1,1.5,0.0,0.0,24.0,36.2,5.6,10.0,0.0,0.0,1.0,1.0,1.0,1.0,7.6,8.0,0,0,0
74,349,10.0,23.0,0.05,0.05,0.4,0.4,1.4,0.7,0.0,0.0,0.0,0.0,0.0,229.0,5.0,5.0,0.0,0.0,90.6,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,20.0,20.0,10.0,10.0,1.0,1.0,0.005,0.002,1.0,1.0,0.7,0.7,0.0,0.0,5.3,4.2,1.3,1.0,0.0,0.0,1.0,1.0,1.0,1.0,7.5,8.2,0,0,0
75,1319,10.0,5.0,0.05,0.11,0.1785,0.555,21.5,13.0,0.0,0.0,0.0,0.0,10.0,115.0,5.0,5.0,4.0,5.0,413.0,451.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.9,120.0,100.0,12.0,10.0,1.0,0.45,0.004,0.01,1.0,2.0,1.2,0.64,0.0,0.0,31.7,48.4,9.4,3.0,0.0,0.0,1.0,2.0,1.3,1.0,7.8,8.2,0,0,0
76,1485,10.0,5.0,0.05,0.05,0.1,0.2525,7.3,31.0,0.0,0.0,0.0,0.0,60.0,7.0,5.0,5.0,0.0,0.0,512.0,510.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.69,20.0,20.0,10.0,10.0,9.8,1.0,0.002,0.01,1.0,1.0,1.0,1.5,0.0,0.0,5.0,36.2,15.0,10.0,0.0,0.0,1.0,1.0,1.0,1.0,7.6,7.2,0,0,0
77,1297,10.0,5.0,0.05,0.05,0.1785,0.2525,21.5,31.0,0.0,0.0,0.0,0.0,41.0,1.0,5.0,5.0,2.0,5.0,634.0,580.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.69,20.0,20.0,20.0,20.0,1.0,1.0,0.004,0.01,2.0,1.0,1.2,1.5,0.0,0.0,31.7,36.2,9.4,10.0,0.0,0.0,2.0,1.0,1.0,0.5,7.5,7.8,0,0,0
78,1051,10.0,5.0,0.08,0.05,0.1785,0.2525,21.5,31.0,0.0,0.0,0.0,0.0,5.0,4.0,5.0,5.0,8.4,0.0,454.0,398.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.69,41.0,50.0,10.0,11.0,1.0,1.0,0.004,0.01,1.0,1.0,1.2,1.5,0.0,0.0,31.7,36.2,2.8,10.0,0.0,0.0,1.0,1.0,0.68,1.0,7.88,7.5,0,0,0
79,1073,10.0,5.0,0.05,0.05,0.1785,0.2525,21.5,31.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,3.8,5.1,470.0,475.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.69,41.0,42.0,10.0,11.0,1.0,1.0,0.004,0.01,1.0,1.0,1.2,1.5,0.0,0.0,31.7,36.2,7.2,10.0,0.0,0.0,1.0,1.0,0.59,2.5,7.64,7.63,0,0,0
80,328,10.0,5.0,0.05,0.05,0.1785,0.2525,21.5,31.0,0.0,0.0,0.0,0.0,83.0,0.0,5.0,5.0,0.0,0.0,396.0,501.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.69,20.0,20.0,10.0,21.0,1.0,1.0,0.004,0.01,1.0,1.0,1.2,2.1,0.0,0.0,31.7,6.7,9.4,19.0,0.0,0.0,1.0,1.0,1.0,1.0,7.5,7.3,0,0,0
81,682,10.0,1.0,0.05,0.05,0.1785,0.106,21.5,10.0,0.0,0.0,0.0,0.0,34.0,3.0,5.0,5.0,3.0,3.0,623.0,630.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.56,41.0,0.052,10.0,10.0,1.0,2.06,0.004,0.003,1.0,1.0,1.2,0.59,1.0,1.0,31.7,11.6,9.4,31.0,1.0,1.0,1.0,1.0,0.5,0.5,7.32,7.23,0,0,0
82,1101,10.0,5.0,0.05,0.05,0.1785,0.2525,21.5,31.0,0.0,0.0,0.0,0.0,44.0,7.0,5.0,5.0,3.0,3.3,180.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.69,58.0,56.0,5.0,5.0,1.0,1.0,0.004,0.01,2.0,2.0,1.2,1.5,0.0,0.0,31.7,36.2,9.4,10.0,0.0,0.0,2.0,2.0,1.0,1.0,7.7,8.1,0,0,0
83,689,10.0,5.0,0.05,0.05,0.1785,0.2525,21.5,31.0,0.0,0.0,0.0,0.0,5.0,8.0,5.0,3.0,3.0,2.1,712.0,504.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12,0.94,41.0,42.0,10.0,11.0,1.0,1.0,0.003,0.003,1.0,1.0,1.2,1.5,1.0,1.0,31.7,36.2,9.4,10.0,1.0,1.0,1.0,1.0,0.5,0.5,7.57,7.55,0,0,0
84,1103,10.0,5.0,0.05,0.05,0.1785,0.2525,21.5,31.0,0.0,0.0,0.0,0.0,10.0,3.0,5.0,5.0,3.0,2.0,515.0,578.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.69,41.0,40.0,10.0,9.0,1.0,1.0,0.004,0.01,2.0,1.0,1.2,1.5,0.0,0.0,31.7,36.2,9.4,10.0,0.0,0.0,2.0,1.0,1.3,1.0,8.0,7.9,0,0,0
85,1185,10.0,5.0,0.05,0.05,0.1785,0.2525,21.5,31.0,0.0,0.0,0.0,0.0,0.0,11.0,5.0,5.0,2.0,2.0,576.0,575.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.69,17.0,46.0,10.0,11.0,1.0,1.0,0.004,0.01,1.0,2.0,1.2,1.5,0.0,0.0,31.7,36.2,9.4,10.0,0.0,0.0,1.0,2.0,1.0,1.0,7.7,8.0,0,0,0
86,981,10.0,5.0,0.05,0.05,0.1785,0.2525,21.5,31.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,5.0,2.0,3.0,581.0,626.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.69,13.0,97.0,10.0,11.0,1.0,1.0,0.004,0.01,1.0,2.0,1.2,1.5,0.0,0.0,31.7,36.2,9.4,10.0,0.0,0.0,1.0,2.0,1.0,1.0,7.2,7.4,0,0,0
87,1235,10.0,5.0,0.05,0.05,0.811,0.996,21.5,31.0,0.0,0.0,0.0,0.0,8.0,3.0,5.0,5.0,0.5,3.0,736.0,546.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,41.0,33.0,10.0,11.0,1.0,1.0,0.003,0.003,1.0,1.0,1.2,1.5,1.0,1.0,31.7,36.2,9.4,10.0,1.0,1.0,1.0,1.0,1.0,0.5,7.58,7.95,0,0,0
88,502,10.0,5.0,0.05,0.05,0.1785,0.2525,21.5,31.0,0.0,0.0,0.0,0.0,5.0,6.0,2.5,1.5,2.5,2.1,248.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,1.39,1.19,55.0,37.0,10.0,11.0,1.0,1.0,0.004,0.01,1.0,1.0,1.2,1.5,0.0,0.0,31.7,36.2,9.4,10.0,0.0,0.0,1.0,1.0,0.3,0.2,7.8,8.0,0,0,0
89,705,10.0,5.0,0.08,0.08,0.978,0.978,21.5,31.0,0.0,0.0,0.0,0.0,3.0,9.0,5.0,5.0,3.0,3.0,377.0,377.0,0.0,0.0,0.0,0.0,0.0,0.0,1.17,1.17,24.0,24.0,10.0,11.0,1.0,1.0,0.003,0.003,1.0,1.0,1.2,1.5,1.0,1.0,31.7,36.2,9.4,10.0,1.0,1.0,1.0,1.0,0.5,0.5,7.36,7.82,0,0,1
90,1727,5.0,5.0,0.13,0.29,0.1785,0.078,21.5,31.0,0.0,0.0,0.0,0.0,123.0,6.0,5.0,5.0,6.8,5.7,525.0,519.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.69,58.0,42.0,30.4,11.0,1.0,1.0,0.004,0.01,1.0,2.0,1.2,1.5,0.0,0.0,8.4,6.5,9.4,10.0,0.0,0.0,1.0,2.0,0.59,29.0,7.48,7.43,0,0,0
91,344,10.0,5.0,0.05,0.05,0.1785,0.2525,21.5,31.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,5.0,0.0,0.0,224.0,336.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.69,46.0,20.0,10.0,11.0,1.0,1.0,0.004,0.01,1.0,1.0,1.2,1.5,0.0,0.0,31.7,36.2,9.4,10.0,0.0,0.0,1.0,1.0,1.0,1.0,7.8,7.8,0,0,0
92,284,10.0,5.0,0.05,0.05,0.1785,0.2525,21.5,31.0,0.0,0.0,17.0,0.0,224.0,19.0,5.0,5.0,0.0,0.0,141.0,179.0,4.0,0.0,0.0,0.0,0.0,0.0,1.1,1.3,41.0,42.0,10.0,11.0,1.0,1.0,0.004,0.01,1.0,1.0,1.2,1.5,0.0,0.0,31.7,36.2,9.4,10.0,0.0,0.0,1.0,1.0,1.0,1.0,7.3,7.7,1,0,1
93,767,10.0,5.0,0.06,0.04,0.1785,0.2525,21.5,31.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,10.0,2.5,2.1,733.0,777.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.69,132.0,43.0,10.0,11.0,1.0,1.0,0.004,0.01,1.0,1.0,1.2,1.5,0.0,0.0,31.7,36.2,9.4,10.0,0.0,0.0,1.0,1.0,0.3,0.3,7.2,7.2,0,0,0
94,1096,5.0,5.0,0.24,0.16,0.126,0.13,116.0,105.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,5.0,2.0,2.0,633.0,594.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.52,185.0,3.7,40.0,8.8,0.45,0.5,0.069,0.309,4.0,4.0,1.8,1.8,0.0,0.0,59.6,42.5,17.0,16.0,0.0,0.0,16.0,4.0,4.1,1.0,7.7,8.0,1,0,0
95,546,10.0,5.0,0.19,0.05,0.1785,0.2525,21.5,31.0,0.0,0.0,0.0,0.0,5.0,3.0,5.0,5.0,10.0,11.2,544.0,552.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.69,215.0,879.0,10.0,11.0,1.0,1.0,0.004,0.01,1.0,1.0,1.2,1.5,0.0,0.0,31.7,36.2,11.5,10.0,0.0,0.0,1.0,1.0,1.1,1.19,7.55,7.56,1,1,0
96,676,10.0,5.0,0.05,0.11,0.1785,0.8,21.5,53.0,0.0,0.0,0.0,0.0,300.0,9.0,5.0,5.0,5.6,4.0,662.0,691.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.58,41.0,71.0,10.0,30.0,1.0,1.0,0.004,0.004,2.0,1.0,1.2,1.92,0.0,0.0,31.7,94.1,17.2,20.0,0.0,0.0,2.0,1.0,0.58,2.3,7.98,8.02,1,0,0
97,722,10.0,5.0,0.25,0.19,0.1785,0.2525,21.5,31.0,0.0,0.0,0.0,0.0,29.0,300.0,5.0,5.0,6.0,9.0,696.0,683.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.69,97.0,90.0,10.0,11.0,1.0,1.0,0.004,0.003,1.0,1.0,1.2,1.5,2.0,1.0,31.7,36.2,9.4,10.0,1.0,1.0,1.0,1.0,0.5,0.5,8.09,8.03,0,0,0
98,760,10.0,5.0,0.08,0.08,0.1785,0.2525,21.5,31.0,0.0,0.0,0.0,0.0,4.0,42.0,5.0,5.0,8.6,8.0,926.0,922.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.69,41.0,42.0,10.0,11.0,1.0,1.0,0.004,0.01,1.0,3.0,1.2,1.5,0.0,0.0,31.7,36.2,9.4,10.0,0.0,0.0,1.0,3.0,1.9,0.77,7.87,8.08,0,0,0
99,1775,10.0,5.0,0.05,0.05,0.1785,0.2525,21.5,31.0,0.0,0.0,0.0,0.0,5.0,6.0,5.0,5.0,0.0,0.0,397.0,395.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.69,23.0,20.0,10.0,11.0,1.0,1.0,0.004,0.01,1.0,1.0,1.2,1.5,0.0,0.0,31.7,36.2,9.4,10.0,0.0,0.0,1.0,1.0,1.0,1.0,7.7,7.7,0,0,1
100,685,10.0,5.0,0.11,0.19,0.1785,0.2525,21.5,31.0,0.0,0.0,0.0,0.0,5.0,55.0,5.0,5.0,10.0,17.0,706.0,676.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.69,205.0,2500.0,10.0,14.0,1.0,1.0,0.004,0.01,2.0,4.0,1.2,1.5,0.0,0.0,31.7,36.2,9.4,10.0,0.0,0.0,2.0,4.0,2.0,6.7,6.9,7.2,1,1,0
101,261,10.0,5.0,3.19,0.11,0.1785,0.2525,21.5,31.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,392.0,410.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.69,1570.0,66.0,860.0,40.0,1.0,1.0,0.004,0.01,1.0,1.0,3.4,3.3,0.0,0.0,9.9,140.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,7.5,7.8,1,0,0
102,841,5.0,5.0,0.12,0.05,0.725,0.444,133.0,120.0,0.0,6.0,0.0,0.0,39.0,17.0,5.0,5.0,5.0,6.0,713.0,693.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.88,69.0,138.0,6.0,9.0,0.45,0.5,0.01,0.01,4.0,2.0,1.4,0.8,0.0,0.0,75.2,64.9,34.0,34.0,0.0,0.0,4.0,2.0,1.0,1.0,8.0,8.2,0,1,1
103,441,10.0,5.0,0.05,0.05,0.1785,0.2525,21.5,31.0,0.0,0.0,0.0,9.0,5.0,6.0,5.0,5.0,0.0,0.0,288.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.69,233.0,808.0,10.0,11.0,1.0,1.0,0.004,0.01,1.0,1.0,1.2,1.5,0.0,0.0,31.7,36.2,9.4,10.0,0.0,0.0,1.0,1.0,3.0,8.8,8.3,8.0,1,1,0
104,1215,10.0,5.0,0.05,0.05,0.1785,0.2525,21.5,31.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,5.0,2.0,2.0,653.0,756.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.69,30.0,40.0,5.0,11.0,1.0,1.0,0.004,0.01,1.0,2.0,3.2,1.5,0.0,0.0,56.6,36.2,26.0,10.0,0.0,0.0,1.0,2.0,1.0,1.0,8.6,7.8,0,0,0
105,850,10.0,5.0,0.05,0.05,0.1785,0.2525,21.5,31.0,0.0,0.0,0.0,0.0,145.0,0.0,5.0,5.0,3.0,3.0,461.0,459.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.69,47.0,50.0,5.0,5.0,1.0,1.0,0.004,0.01,2.0,2.0,1.2,1.5,0.0,0.0,31.7,36.2,9.4,10.0,0.0,0.0,2.0,2.0,1.0,1.0,7.7,7.8,0,0,0
106,1209,10.0,5.0,0.05,0.05,0.807,0.799,21.5,31.0,0.0,0.0,0.0,0.0,1.0,14.0,5.0,5.0,3.0,3.0,525.0,310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,1.08,31.0,11.0,10.0,11.0,1.0,1.0,0.004,0.01,1.0,1.0,1.2,1.5,1.0,1.0,31.7,36.2,9.4,10.0,1.0,1.0,1.0,1.0,0.5,0.5,7.8,7.89,0,0,0
107,524,10.0,5.0,0.05,0.05,0.1785,0.2525,21.5,31.0,0.0,0.0,0.0,0.0,5.0,6.0,1.5,1.5,2.5,2.1,302.0,257.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.79,20.0,37.0,10.0,11.0,1.0,1.0,0.004,0.01,1.0,1.0,1.2,1.5,0.0,0.0,31.7,36.2,9.4,10.0,0.0,0.0,1.0,1.0,0.2,0.2,8.2,8.1,0,0,0
108,197,10.0,5.0,0.05,0.05,0.1,0.2525,1.8,31.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,5.0,0.0,0.0,557.0,558.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.69,30.0,20.0,17.0,10.0,2.0,1.0,0.002,0.01,1.0,1.0,0.9,1.5,0.0,0.0,8.0,36.2,3.4,10.0,0.0,0.0,1.0,1.0,1.0,1.0,7.7,7.5,0,0,0
109,1082,10.0,5.0,0.05,0.05,0.1785,0.5,21.5,13.0,0.0,33.0,0.0,0.0,186.0,300.0,5.0,5.0,3.0,5.0,478.0,547.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,1.1,40.0,48.0,10.0,5.8,1.0,0.5,0.004,0.01,2.0,2.0,1.2,2.3,0.0,0.0,31.7,32.9,9.4,3.0,0.0,0.0,2.0,2.0,1.0,1.0,7.9,7.8,0,1,0
110,354,10.0,5.0,0.24,0.19,0.1785,0.2525,21.5,31.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,536.0,447.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.69,20.0,20.0,10.0,10.0,1.0,1.0,0.004,0.01,1.0,1.0,1.1,3.0,0.0,0.0,14.0,6.9,16.0,13.0,0.0,0.0,1.0,1.0,1.0,1.0,7.2,7.1,0,0,1
111,1216,5.0,5.0,0.05,0.05,0.107,0.2525,98.0,31.0,0.0,0.0,0.0,0.0,5.0,11.0,5.0,5.0,2.0,2.0,618.0,573.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.69,16.0,42.0,2.0,11.0,0.5,1.0,0.01,0.01,2.0,2.0,1.5,1.5,0.0,0.0,52.3,36.2,26.0,10.0,0.0,0.0,2.0,2.0,1.0,1.0,8.1,8.2,0,0,0
112,499,10.0,10.0,0.05,0.05,0.1785,0.1,21.5,1.7,0.0,0.0,0.0,0.0,4.0,0.0,5.0,5.0,0.0,0.0,411.0,410.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.4,20.0,20.0,10.0,10.0,1.0,1.0,0.004,0.002,1.0,1.0,1.2,0.9,0.0,0.0,31.7,109.0,9.4,5.5,0.0,0.0,1.0,1.0,1.0,1.1,7.6,7.6,0,0,0
