aluminium;ammonium;boron;chloride;coli-like-bacteria-colilert;coli-like-bacteria;colony-count-at-22-c;color-pt-co-unit;color-pt/co-scale;electrical-conductivity;enterococci;escherichia-coli-colilert;escherichia-coli;fluoride;iron;manganese;nitrate;nitrite;odour-dilution-level;oxidability;smell-ball-units;sodium;sulphate;taste-ball-units;taste-dilution-degree;turbidity-ntu;ph ;compliance
5.0;0.64;0.2;23.0;64.4;0.0;168.0;5.0;7.0;699.0;0.0;0.0;0.0;0.51;290.0;100.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;0.5;7.4;1
5.0;0.12;0.2;23.0;0.0;0.0;0.0;5.0;0.0;338.0;0.0;0.0;0.0;0.67;666.0;314.0;1.0;0.008;1.0;0.9;0.0;3.2;1.9;0.0;1.0;10.0;7.2;1
5.0;0.05;0.2;23.0;0.0;0.0;4.0;5.0;0.0;449.0;0.0;0.0;0.0;0.67;145.0;13.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;2.3;7.8;0
5.0;0.05;0.2;23.0;0.0;0.0;0.0;5.0;0.0;393.0;0.0;0.0;0.0;0.67;20.0;17.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;1.0;7.4;0
5.0;0.05;0.2;23.0;0.0;0.0;10.0;5.0;3.0;653.0;0.0;0.0;0.0;0.67;62.0;10.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;1.0;7.6;0
5.0;0.03;0.2;23.0;0.0;0.0;0.0;5.0;2.1;449.0;0.0;0.0;0.0;0.67;73.0;10.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;0.3;7.5;0
5.0;0.05;0.2;23.0;0.0;0.0;15.0;5.0;6.0;631.0;0.0;0.0;0.0;0.67;125.0;10.0;1.0;0.008;2.0;1.3;0.0;34.8;10.0;0.0;2.0;1.5;7.4;0
5.0;0.05;0.2;23.0;0.0;0.0;5.0;5.0;2.1;533.0;0.0;0.0;0.0;0.67;1243.0;30.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;1.0;7.6;1
5.0;0.05;0.993;23.0;0.0;0.0;2.0;5.0;3.0;326.0;0.0;0.0;0.0;0.93;100.0;10.0;1.0;0.008;1.0;1.3;1.0;34.8;10.0;1.0;1.0;0.5;7.38;0
5.0;0.05;0.2;23.0;0.0;0.0;0.0;5.0;0.0;620.0;0.0;0.0;0.0;0.67;38.0;10.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;1.0;7.8;0
10.0;0.05;0.2;8.3;0.0;0.0;0.0;5.0;0.0;242.0;0.0;0.0;0.0;1.3;26.0;10.0;1.0;0.002;1.0;1.2;0.0;15.0;4.1;0.0;1.0;1.0;7.7;0
5.0;0.08;0.2;23.0;0.0;0.0;5.0;5.0;5.5;636.0;0.0;0.0;0.0;0.67;42.0;10.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;0.5;7.33;0
5.0;0.05;0.2;23.0;0.0;0.0;21.0;5.0;0.0;617.0;0.0;0.0;0.0;0.67;20.0;10.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;1.0;7.3;0
10.0;0.05;0.1;14.0;0.0;0.0;138.0;5.0;0.0;617.0;0.0;0.0;0.0;0.1;56.0;10.0;1.0;0.002;1.0;1.4;0.0;5.8;20.0;0.0;1.0;1.0;7.6;0
5.0;0.05;0.2;23.0;0.0;0.0;5.0;5.0;2.0;450.0;0.0;0.0;0.0;0.67;20.0;3.8;1.0;0.008;1.0;0.64;0.0;45.2;17.0;0.0;1.0;1.0;7.8;0
5.0;0.05;0.2;23.0;0.0;0.0;4.0;5.0;7.9;646.0;0.0;0.0;0.0;0.67;42.0;10.0;1.0;0.008;1.0;1.3;0.0;34.8;5.3;0.0;1.0;2.33;7.67;0
5.0;0.25;0.2;23.0;0.0;0.0;5.0;5.0;12.9;376.0;0.0;0.0;0.0;0.67;42.0;10.0;1.0;0.008;2.0;1.3;0.0;34.8;10.0;0.0;2.0;0.5;7.75;0
5.0;0.05;0.317;74.0;0.0;0.0;42.0;5.0;2.1;669.0;0.0;0.0;0.0;0.43;39.0;3.4;1.9;0.01;1.0;1.5;0.0;45.8;33.0;3.0;1.0;1.0;7.92;0
8.2;0.05;0.008;23.0;0.0;0.0;4.0;5.0;7.6;597.0;0.0;0.0;0.0;0.67;42.0;10.0;1.0;0.008;1.0;1.3;0.0;5.9;10.0;0.0;1.0;0.54;7.62;0
5.0;0.45;0.2;23.0;0.0;0.0;5.0;1.5;2.1;403.0;0.0;0.0;0.0;0.67;129.0;10.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;0.2;7.7;0
5.0;0.07;0.2;23.0;0.0;0.0;0.0;5.0;0.0;595.0;0.0;0.0;0.0;0.67;62.0;10.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;1.0;7.3;0
5.0;0.18;0.2;23.0;0.0;0.0;0.0;5.0;0.0;451.0;0.0;0.0;0.0;0.67;151.0;10.0;1.0;0.008;8.0;1.2;0.0;98.0;8.5;0.0;1.0;1.0;7.5;0
5.0;0.05;0.2;23.0;0.0;0.0;2.0;2.9;2.1;353.0;0.0;0.0;0.0;1.5;30.0;10.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;0.2;8.0;0
5.0;0.05;0.2;23.0;0.0;0.0;78.0;5.0;3.0;632.0;0.0;0.0;0.0;0.67;150.0;22.0;1.0;0.008;2.0;1.3;0.0;34.8;10.0;0.0;2.0;1.0;7.7;0
5.0;0.05;0.2;23.0;0.0;0.0;300.0;5.0;3.0;612.0;0.0;0.0;0.0;0.67;80.0;170.2;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;1.0;8.1;1
9.1;0.16;0.25;280.0;0.0;0.0;103.0;5.0;6.0;1029.0;0.0;0.0;0.0;0.68;88.0;14.4;1.0;0.01;4.0;2.5;0.0;200.1;3.0;0.0;4.0;1.0;7.8;1
5.0;0.05;0.2;23.0;0.0;0.0;0.0;5.0;0.0;622.0;0.0;0.0;0.0;0.67;20.0;10.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;1.0;7.0;0
5.0;0.05;0.2;23.0;0.0;0.0;5.0;2.8;2.1;473.0;0.0;0.0;0.0;0.67;39.0;20.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;0.2;7.7;0
10.0;0.05;0.2;1.6;0.0;0.0;164.0;5.0;0.0;465.0;0.0;0.0;0.0;0.5;152.0;26.0;1.0;0.003;1.0;1.3;0.0;114.0;13.0;0.0;1.0;2.1;7.7;0
5.0;0.05;0.2;23.0;0.0;0.0;0.0;5.0;0.0;499.0;0.0;0.0;0.0;0.67;138.0;89.0;1.0;0.008;4.0;1.2;0.0;132.0;4.5;0.0;1.0;1.0;7.4;1
5.0;0.09;0.2;23.0;0.0;0.0;0.0;5.0;2.1;397.0;0.0;0.0;0.0;0.67;42.0;10.0;1.0;0.008;1.0;1.1;0.0;6.5;3.1;0.0;1.0;1.0;7.3;0
5.0;0.05;0.2;23.0;0.0;0.0;0.0;5.0;4.0;759.0;0.0;0.0;0.0;0.67;365.0;10.0;1.0;0.008;4.0;1.3;0.0;34.8;10.0;0.0;4.0;1.0;7.6;1
5.0;0.05;0.2;23.0;0.0;0.0;5.0;5.0;0.0;367.0;0.0;0.0;0.0;0.67;22.0;10.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;1.0;7.7;0
5.0;0.13;0.2;23.0;0.0;0.0;5.0;5.0;0.0;560.0;0.0;0.0;0.0;0.67;43.0;27.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;1.0;7.4;0
5.0;0.05;0.2;23.0;0.0;0.0;5.0;2.2;2.1;567.0;0.0;0.0;0.0;0.67;24.0;10.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;0.6;7.7;0
5.0;0.05;0.2;461.0;0.0;0.0;5.0;5.0;4.8;1726.0;0.0;0.0;0.0;0.67;42.0;30.0;1.0;0.008;3.0;1.3;0.0;226.8;10.0;0.0;3.0;0.5;7.85;1
5.0;0.05;0.2;23.0;0.0;0.0;5.0;5.0;0.0;310.0;0.0;0.0;0.0;0.67;101.0;10.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;1.0;7.1;0
5.9;0.13;0.394;62.9;0.0;0.0;45.0;2.0;2.0;886.0;0.0;0.0;0.0;1.1;160.0;50.0;21.5;0.003;2.0;1.8;0.0;45.3;54.0;0.0;1.0;0.43;8.0;0
5.0;0.05;0.2;23.0;0.0;0.0;5.0;5.0;0.0;472.0;0.0;0.0;0.0;0.67;85.0;10.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;1.0;7.1;0
5.0;0.05;0.2;23.0;0.0;0.0;0.0;5.0;0.0;449.0;0.0;0.0;0.0;0.67;42.0;10.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;1.0;7.5;0
5.0;0.05;0.2;23.0;0.0;0.0;5.0;5.0;2.0;517.0;0.0;0.0;0.0;1.3;15.0;10.0;1.0;0.008;4.0;1.3;0.0;34.8;10.0;0.0;4.0;1.0;7.8;0
5.0;0.18;0.2;23.0;0.0;0.0;4.0;5.0;13.0;633.0;0.0;0.0;0.0;0.67;990.0;15.0;1.0;0.008;8.0;0.8;0.0;73.6;24.0;0.0;1.0;3.0;7.7;1
5.0;0.05;0.803;23.0;0.0;0.0;7.0;5.0;3.0;543.0;0.0;0.0;0.0;1.5;42.0;10.0;1.0;0.008;1.0;1.3;1.0;34.8;10.0;1.0;1.0;0.5;7.52;0
5.0;0.05;0.2;23.0;0.0;0.0;0.0;5.0;0.0;316.0;0.0;0.0;0.0;0.67;20.0;10.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;1.0;7.5;0
5.0;0.05;0.2;23.0;0.0;0.0;5.0;5.0;0.0;566.0;0.0;0.0;0.0;0.67;20.0;10.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;1.0;7.3;0
5.0;0.05;0.2;23.0;0.0;0.0;16.0;5.0;2.0;675.0;0.0;0.0;0.0;0.67;21.0;2.0;0.98;0.01;1.0;0.6;0.0;160.9;6.0;0.0;1.0;1.0;6.9;0
5.0;0.05;0.2;23.0;0.0;0.0;45.0;5.0;0.0;197.0;0.0;0.0;0.0;2.0;20.0;10.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;1.0;8.0;1
5.0;0.05;0.2;23.0;0.0;0.0;0.0;5.0;0.0;475.0;0.0;0.0;0.0;0.67;100.0;10.0;1.0;0.008;1.0;1.5;0.0;115.0;4.8;0.0;1.0;1.0;7.6;0
5.0;0.05;0.2;23.0;0.0;0.0;4.0;5.0;9.3;980.0;0.0;0.0;0.0;0.67;42.0;10.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;1.38;8.21;0
5.0;0.07;0.717;60.0;0.0;0.0;9.0;5.0;4.0;516.0;0.0;0.0;0.0;1.3;90.0;5.0;0.45;0.01;2.0;1.3;0.0;80.6;3.0;0.0;2.0;1.0;7.8;0
5.0;0.05;0.2;23.0;0.0;0.0;6.0;5.0;4.0;617.0;0.0;0.0;0.0;0.67;58.0;10.0;1.0;0.008;2.0;1.3;0.0;34.8;10.0;0.0;2.0;1.0;7.6;0
5.0;0.1;0.2;23.0;0.0;0.0;30.0;5.0;5.3;618.0;0.0;0.0;0.0;0.67;42.0;10.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;1.1;7.55;0
5.0;0.33;0.301;20.0;0.0;0.0;0.0;5.0;3.0;599.0;0.0;0.0;0.0;1.04;100.0;2.0;0.52;0.01;4.0;1.4;0.0;48.1;33.0;0.0;4.0;1.0;7.3;0
9.2;0.08;0.2;209.0;0.0;0.0;65.0;5.0;12.0;998.0;0.0;0.0;0.0;0.51;98.0;30.0;1.0;0.006;4.0;1.09;0.0;175.4;2.8;0.0;4.0;0.87;8.05;0
5.0;0.05;0.2;23.0;0.0;0.0;12.0;5.0;2.0;590.0;0.0;0.0;0.0;0.67;52.0;80.0;1.0;0.008;2.0;1.3;0.0;34.8;10.0;0.0;2.0;1.0;7.7;1
5.0;0.05;0.2;23.0;0.0;0.0;110.0;5.0;3.0;522.0;0.0;0.0;0.0;0.67;110.0;10.0;1.0;0.008;2.0;1.3;0.0;34.8;10.0;0.0;2.0;1.0;7.1;0
5.0;0.2;0.2;246.0;0.0;0.0;5.0;5.0;2.1;1468.0;0.0;0.0;0.0;0.62;50.0;10.0;1.0;0.003;1.0;1.9;0.0;34.8;1.0;0.0;1.0;0.5;7.4;0
5.0;0.11;0.2;23.0;0.0;0.0;5.0;5.0;22.3;178.0;0.0;0.0;0.0;0.67;42.0;10.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;0.92;7.55;0
5.0;0.14;0.2;23.0;0.0;0.0;0.0;5.0;3.2;599.0;0.0;0.0;0.0;0.67;42.0;10.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;0.5;7.84;0
5.0;0.03;0.2;23.0;0.0;0.0;0.0;5.0;2.1;394.0;0.0;0.0;0.0;0.67;10.0;1.1;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;0.3;7.7;0
5.0;0.31;0.2;23.0;0.0;0.0;36.0;5.0;4.0;497.0;0.0;0.0;0.0;0.67;12.0;10.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;1.0;7.1;0
5.0;0.05;0.2;23.0;0.0;0.0;0.0;5.0;0.0;414.0;0.0;0.0;0.0;0.67;20.0;10.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;1.0;7.5;0
10.0;0.05;0.1;7.0;0.0;0.0;0.0;5.0;0.0;492.0;0.0;0.0;0.0;0.1;20.0;10.0;3.9;0.002;1.0;1.1;0.0;1.9;7.3;0.0;1.0;1.0;7.4;0
5.0;0.05;0.2;23.0;0.0;0.0;0.0;5.0;0.0;460.0;0.0;0.0;0.0;0.67;25.0;10.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;1.0;7.4;0
10.0;0.05;0.1;11.0;0.0;0.0;2.0;5.9;2.1;544.0;0.0;0.0;0.0;0.1;21.0;39.0;1.0;0.002;1.0;1.4;0.0;4.1;28.0;0.0;1.0;0.2;7.6;0
5.0;0.05;0.2;23.0;0.0;0.0;54.0;5.0;0.0;381.0;0.0;0.0;0.0;0.67;85.0;26.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;1.0;7.5;0
5.0;0.05;0.2;23.0;0.0;0.0;5.0;5.0;3.0;766.0;0.0;0.0;0.0;0.67;42.0;10.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;3.1;7.5;0
5.0;0.05;0.2;23.0;0.0;0.0;0.0;5.0;0.0;336.0;0.0;0.0;0.0;0.67;20.0;10.0;1.0;0.008;1.0;1.0;0.0;83.0;1.2;0.0;1.0;1.0;7.7;0
10.0;0.05;0.3;1.9;0.0;2.0;0.0;6.1;0.0;473.0;0.0;0.0;2.0;1.0;20.0;10.0;1.0;0.002;1.0;1.5;0.0;15.0;5.0;0.0;1.0;1.0;7.9;1
5.0;0.05;0.113;23.0;0.0;0.0;4.0;5.0;3.0;479.0;0.0;0.0;0.0;0.67;120.0;59.2;1.0;0.008;2.0;1.3;0.0;34.8;10.0;0.0;2.0;1.8;7.6;1
5.0;0.05;0.2;23.0;0.0;0.0;5.0;5.0;6.0;691.0;0.0;0.0;0.0;0.67;42.0;10.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;1.0;7.1;0
5.0;0.15;0.2;23.0;0.0;0.0;7.0;5.0;13.2;893.0;0.0;0.0;0.0;0.67;42.0;10.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;1.65;7.91;0
5.0;0.05;0.2;23.0;0.0;0.0;5.0;5.0;2.0;708.0;0.0;0.0;0.0;0.8;51.0;5.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;1.0;7.6;0
4.0;0.08;0.129;205.0;0.0;0.0;0.0;5.0;7.4;589.0;0.0;0.0;0.0;1.2;102.4;30.0;1.0;0.004;1.0;1.06;0.0;101.9;2.8;0.0;1.0;0.51;7.74;0
5.0;0.06;0.2;23.0;0.0;0.0;19.0;2.0;2.1;746.0;0.0;0.0;0.0;0.67;42.0;10.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;0.18;7.8;0
5.0;0.05;0.2;23.0;0.0;0.0;0.0;5.0;0.0;310.0;0.0;0.0;0.0;1.0;20.0;10.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;1.0;7.6;0
26.0;0.32;0.089;3.0;0.0;0.0;63.0;5.0;5.0;505.0;0.0;0.0;0.0;0.26;280.0;8.9;0.45;0.01;4.0;0.8;0.0;13.6;3.0;0.0;4.0;3.7;7.6;1
5.0;0.09;0.285;54.0;0.0;0.0;83.0;5.0;4.0;675.0;0.0;0.0;0.0;0.48;780.0;7780.0;1.2;0.01;4.0;2.8;0.0;34.8;41.0;0.0;2.0;33.0;7.4;1
5.0;0.05;0.2;23.0;0.0;0.0;17.0;5.0;3.0;386.0;0.0;0.0;0.0;0.67;27.0;21.0;1.0;0.008;2.0;1.3;0.0;34.8;10.0;0.0;2.0;1.0;7.8;0
5.0;0.05;0.2;23.0;0.0;0.0;0.0;5.0;4.0;379.0;0.0;0.0;0.0;0.67;30.0;5.0;1.0;0.008;1.0;3.5;0.0;6.7;30.0;0.0;1.0;1.0;7.0;0
5.0;0.05;0.2;23.0;0.0;0.0;4.0;5.0;2.0;420.0;0.0;0.0;0.0;0.67;27.0;3.5;1.0;0.008;4.0;1.2;0.0;43.3;8.0;0.0;4.0;1.0;7.8;0
5.0;0.05;0.754;23.0;0.0;0.0;0.0;5.0;6.9;594.0;0.0;0.0;0.0;0.67;42.0;10.0;1.0;0.008;1.0;1.3;0.0;83.2;8.6;0.0;1.0;0.7;7.84;0
5.0;0.05;0.2;87.0;0.0;0.0;7.0;5.0;3.0;509.0;0.0;0.0;0.0;0.67;30.0;5.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;1.0;7.7;0
5.0;0.81;0.057;231.0;0.0;0.0;0.0;5.0;5.0;1045.0;0.0;0.0;0.0;0.39;33.0;13.0;0.45;0.01;4.0;1.4;0.0;186.4;3.0;0.0;4.0;3.4;7.9;1
50.0;0.027;0.19;4.8;0.0;0.0;5.0;5.0;5.0;538.0;0.0;0.0;0.0;1.4;33.0;11.0;0.1;0.025;1.0;1.0;0.0;54.0;63.0;0.0;1.0;0.5;8.3;0
5.0;0.05;0.2;23.0;0.0;0.0;9.0;5.0;3.0;534.0;0.0;0.0;0.0;0.67;70.0;10.0;1.0;0.008;2.0;1.3;0.0;34.8;10.0;0.0;2.0;1.0;7.8;0
5.0;0.05;0.2;23.0;0.0;0.0;5.0;5.0;3.0;353.0;0.0;0.0;0.0;1.39;61.0;5.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;1.0;7.8;0
5.0;0.05;0.917;23.0;0.0;0.0;10.0;5.0;3.0;432.0;0.0;0.0;0.0;0.58;20.0;10.0;1.0;0.008;1.0;1.3;1.0;34.8;10.0;1.0;1.0;0.5;7.36;0
5.0;0.05;0.2;23.0;0.0;0.0;0.0;5.0;0.0;427.0;0.0;0.0;0.0;0.67;25.0;10.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;1.0;7.5;0
9.1;0.19;0.035;12.0;0.0;0.0;279.0;5.0;7.0;622.0;0.0;0.0;0.0;0.22;80.0;33.8;0.45;0.01;4.0;1.7;0.0;9.0;23.0;0.0;4.0;1.1;7.4;0
10.4;0.15;0.905;20.0;0.0;0.0;10.0;5.0;2.0;534.0;0.0;0.0;0.0;0.66;20.0;153.0;0.45;0.01;1.0;0.8;0.0;49.0;32.0;0.0;1.0;1.0;7.4;1
5.0;0.21;0.2;23.0;0.0;0.0;11.0;5.0;11.0;166.0;0.0;0.0;0.0;0.67;140.0;16.0;1.0;0.008;4.0;1.3;0.0;34.8;10.0;0.0;4.0;1.0;8.0;0
10.0;0.05;0.1;2.1;0.0;0.0;0.0;5.0;0.0;551.0;0.0;0.0;0.0;0.2;29.0;11.0;1.3;0.002;1.0;2.7;0.0;154.0;1.0;0.0;1.0;1.0;7.5;0
10.0;0.05;0.2;74.0;0.0;0.0;0.0;5.0;0.0;800.0;0.0;0.0;0.0;0.6;35.0;10.0;2.2;0.002;1.0;1.0;0.0;44.0;167.0;0.0;1.0;1.0;7.8;0
5.0;0.09;0.2;23.0;0.0;0.0;0.0;5.0;0.0;475.0;0.0;0.0;0.0;0.67;35.0;10.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;1.0;7.2;0
5.0;0.05;0.2;23.0;0.0;0.0;0.0;5.0;0.0;462.0;0.0;0.0;0.0;0.67;20.0;10.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;1.0;7.5;0
10.0;0.05;0.1;1.8;0.0;0.0;96.0;5.0;0.0;420.0;0.0;0.0;0.0;0.2;80.0;20.0;2.7;0.002;1.0;2.6;0.0;5.6;1.3;0.0;1.0;1.0;7.3;0
5.0;0.05;0.2;23.0;0.0;100.0;102.0;5.0;0.0;633.0;0.0;0.0;0.0;0.67;42.0;10.0;1.0;0.008;1.0;1.1;0.0;16.0;29.0;0.0;1.0;1.0;7.2;1
5.0;0.05;0.034;23.0;0.0;0.0;5.0;5.0;2.1;533.0;0.0;0.0;0.0;0.67;42.0;10.0;1.0;0.008;1.0;1.3;0.0;6.4;10.0;0.0;1.0;1.0;7.6;0
5.0;0.05;0.2;23.0;0.0;0.0;0.0;5.0;0.0;388.0;0.0;0.0;0.0;0.67;20.0;10.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;1.0;7.6;0
5.0;0.05;0.2;23.0;0.0;0.0;4.0;5.0;3.0;919.0;0.0;0.0;0.0;0.67;20.0;10.0;1.0;0.008;1.0;1.3;1.0;34.8;10.0;1.0;1.0;0.5;7.62;0
5.0;0.12;0.2;10.0;0.0;0.0;185.0;5.0;5.0;291.0;0.0;0.0;0.0;0.19;280.0;18.0;0.45;0.01;6.0;0.56;0.0;8.2;31.0;0.0;6.0;1.0;7.8;1
5.0;0.23;0.2;23.0;0.0;0.0;52.0;5.0;3.0;739.0;0.0;0.0;0.0;0.67;130.0;29.0;1.0;0.008;1.0;1.3;1.0;34.8;10.0;1.0;1.0;0.6;7.73;0
5.0;0.05;0.2;23.0;0.0;0.0;0.0;5.0;3.0;381.0;0.0;0.0;0.0;0.67;135.0;10.0;1.0;0.008;2.0;1.3;0.0;34.8;10.0;0.0;2.0;1.0;7.8;0
5.0;0.05;0.2;23.0;0.0;0.0;0.0;5.0;0.0;402.0;0.0;0.0;0.0;0.67;20.0;10.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;1.0;7.5;0
5.0;0.05;0.2;23.0;0.0;0.0;4.0;5.0;0.0;534.0;0.0;0.0;0.0;0.67;42.0;10.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;1.7;7.2;0
5.0;0.98;0.2;23.0;0.0;0.0;300.0;5.0;10.0;875.0;0.0;0.0;0.0;0.67;52.0;11.0;1.0;0.008;4.0;1.3;0.0;34.8;10.0;0.0;4.0;1.0;7.6;1
5.0;0.05;0.2;23.0;0.0;0.0;0.0;5.0;0.0;395.0;0.0;0.0;0.0;0.67;20.0;10.0;1.0;0.008;1.0;1.1;0.0;5.5;11.0;0.0;1.0;1.0;7.5;0
5.0;0.05;0.2;23.0;0.0;0.0;4.0;5.0;0.0;348.0;0.0;0.0;0.0;0.67;20.0;10.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;1.0;7.4;0
5.0;0.05;0.96;23.0;0.0;0.0;4.0;5.0;3.0;342.0;0.0;0.0;0.0;0.87;42.0;10.0;1.0;0.003;1.0;1.3;1.0;34.8;10.0;1.0;1.0;0.5;7.66;0
5.0;0.08;0.189;278.0;0.0;0.0;4.0;5.0;7.0;1167.0;0.0;0.0;0.0;0.94;52.9;30.0;1.0;0.004;1.0;2.85;0.0;138.3;3.6;0.0;1.0;1.52;7.84;1
5.0;0.05;0.2;23.0;0.0;0.0;6.0;5.0;0.0;582.0;0.0;0.0;0.0;0.67;42.0;10.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;1.0;7.6;0
5.0;0.05;0.2;23.0;0.0;0.0;0.0;5.0;0.0;278.0;0.0;0.0;0.0;0.67;36.0;20.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;1.0;7.4;0
5.0;0.25;0.2;23.0;14.6;0.0;300.0;5.0;7.0;626.0;0.0;0.0;0.0;0.67;2685.0;360.0;1.0;0.008;2.0;2.6;0.0;11.6;48.0;0.0;1.0;19.0;7.0;1
5.0;0.21;0.2;23.0;0.0;0.0;5.0;4.3;2.1;656.0;0.0;0.0;0.0;0.67;79.0;26.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;0.2;7.5;0
5.0;0.05;0.2;23.0;0.0;0.0;4.0;5.0;3.0;488.0;0.0;0.0;0.0;0.67;38.0;5.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;1.0;7.8;0
5.0;0.13;0.824;58.0;0.0;0.0;35.0;5.0;4.0;467.0;0.0;0.0;0.0;1.2;54.0;15.7;1.2;0.01;1.0;0.64;0.0;73.4;3.0;0.0;1.0;1.0;7.8;0
10.0;0.05;0.1;1.7;0.0;0.0;12.0;5.0;0.0;463.0;0.0;0.0;0.0;0.1;20.0;10.0;1.9;0.002;1.0;0.8;0.0;4.7;7.3;0.0;1.0;1.0;7.4;0
5.0;0.05;0.2;23.0;0.0;0.0;5.0;1.5;2.1;477.0;0.0;0.0;0.0;0.67;24.0;10.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;0.2;7.6;0
5.0;0.05;0.2;23.0;0.0;0.0;0.0;5.0;0.0;563.0;0.0;0.0;0.0;0.67;44.0;14.0;1.0;0.008;1.0;2.8;0.0;116.0;18.0;0.0;1.0;1.0;7.3;0
5.0;0.17;0.2;23.0;0.0;0.0;300.0;5.0;3.0;707.0;0.0;0.0;0.0;1.98;200.0;20.0;1.0;0.008;1.0;1.3;2.0;104.0;10.0;2.0;1.0;1.0;7.85;1
5.0;0.05;0.2;118.9;0.0;0.0;94.0;5.0;2.1;869.0;0.0;0.0;0.0;0.67;102.0;10.0;1.0;0.008;1.0;1.3;1.0;34.8;75.0;0.0;1.0;1.1;7.3;0
5.0;0.73;0.2;23.0;0.0;0.0;300.0;5.0;6.0;875.0;0.0;0.0;0.0;0.67;20.0;310.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;1.0;7.5;1
5.0;0.05;0.2;23.0;0.0;0.0;5.0;5.0;3.0;450.0;0.0;0.0;0.0;0.55;51.0;5.0;1.0;0.008;2.0;1.3;0.0;34.8;10.0;0.0;2.0;1.0;7.8;0
5.0;0.05;0.2;23.0;0.0;0.0;0.0;5.0;0.0;354.0;0.0;0.0;0.0;0.67;20.0;10.0;1.0;0.008;1.0;1.3;0.0;34.8;10.0;0.0;1.0;1.0;7.9;0
